Name,Made,Fuel Type,Mileage,Gearbox,Engine,Power,Location,Price
Opel Zafira,2006-05,Benzinas,259 000 km,Mechaninė,1.8,103,"Talinas, Estija",1 999 €
BMW 520,2004-08,Benzinas,299 000 km,Automatinė,2.2,125,"Talinas, Estija",1 999 €
Volkswagen Multivan TDI,1994-01,Dyzelinas,391 000 km,Mechaninė,2.4,57,"Talinas, Estija",1 999 €
Dodge Caliber CRD,2006-06,Dyzelinas,251 000 km,Mechaninė,2.0,103,"Talinas, Estija",1 999 €
Ford Maverick,2002-08,Benzinas,174 000 km,Mechaninė,2.0,91,"Talinas, Estija",1 999 €
Volkswagen Passat B5 FL Tdi,2005-03,Dyzelinas,333 000 km,Mechaninė,1.9,74,"Jonava, Lietuva",2 000 €
Opel Astra CDTI Enjoy OPC Line,2008-02,Dyzelinas,267 000 km,Mechaninė,1.9,88,"Kaunas, Lietuva",2 000 €
Ford Transit,2008-12,Dyzelinas,200 000 km,Mechaninė,2.2,96,"Alytus, Lietuva",2 000 €
Fiat Ducato,2006-12,Dyzelinas,190 000 km,Mechaninė,2.3,81,"Alytus, Lietuva",2 000 €
Opel Vivaro,2006-12,Dyzelinas,400 000 km,Mechaninė,1.9,74,"Alytus, Lietuva",2 000 €
Kia Venga,2010-09,Dyzelinas,,Mechaninė,1.4,66,"Vilnius, Lietuva",2 000 €
Mercedes-Benz W123,1985-01,Benzinas,260 000 km,Automatinė,2.3,100,"Vilnius, Lietuva",2 000 €
Mitsubishi Pajero,1992-02,Benzinas/Dujos,450 720 km,Automatinė,3.0,130,"Vilnius, Lietuva",2 000 €
Audi A4,2005-08,Dyzelinas,,Mechaninė,1.9,85,"Vilnius, Lietuva",2 000 €
BMW 320 E46 d Touring,2003-02,Dyzelinas,350 km,Mechaninė,2.0,110,"Kaunas, Lietuva",2 000 €
Volkswagen Touran,2006-08,Dyzelinas,290 657 km,Automatinė,2.0,103,"Telšiai, Lietuva",2 000 €
Audi A6 Allroad TDI Quat.Tiptr.,2001-06,Dyzelinas,,Automatinė,2.5,132,"Kuršėnai, Lietuva",2 000 €
BMW 730,2004-04,Dyzelinas,349 000 km,Automatinė,3.0,160,"Vilnius, Lietuva",2 000 €
Mercedes-Benz S 320 CDI,2001-07,Dyzelinas,350 000 km,Automatinė,3.2,145,"Vilnius, Lietuva",2 000 €
Lada 21214,2011-04,Benzinas,91 600 km,Mechaninė,1.7,61,"Raseiniai, Lietuva",2 000 €
Volvo S60,2002-01,Dyzelinas,,Mechaninė,2.4,120,"Elektrėnai, Lietuva",2 000 €
Dodge Caliber,2007-06,Dyzelinas,286 000 km,Mechaninė,2.0,103,"Panevėžys, Lietuva",2 000 €
Renault Grand Scenic,2007-05,Dyzelinas,254 000 km,Mechaninė,1.9,,"Kaunas, Lietuva",2 000 €
Mercedes-Benz E 320,2004-09,Dyzelinas,342 000 km,Automatinė,3.2,150,"Klaipėda, Lietuva",2 000 €
Skoda Octavia TDI Adventure 4x4,2006-09,Dyzelinas,,Mechaninė,1.9,77,"Vilnius, Lietuva",2 000 €
Opel Astra,2006-01,Benzinas,129 300 km,Mechaninė,1.4,,"Vilnius, Lietuva",2 000 €
Ford Focus,2008-05,Dyzelinas,259 000 km,Mechaninė,1.6,80,"Kėdainiai, Lietuva",2 000 €
Mercedes-Benz C 270 W203,2002-04,Dyzelinas,,Automatinė,2.7,125,"Kėdainiai, Lietuva",2 000 €
Skoda Octavia TDI,2003-05,Dyzelinas,,Mechaninė,1.9,66,"Kėdainiai, Lietuva",2 000 €
Seat Leon I TDI,2000-12,Dyzelinas,200 000 km,Mechaninė,1.9,81,"Kėdainiai, Lietuva",2 000 €
Mercedes-Benz C 220 T CDI Classic,2003-09,Dyzelinas,,Mechaninė,2.1,90,"Kėdainiai, Lietuva",2 000 €
Opel Astra,2005-03,Dyzelinas,,Mechaninė,1.7,59,"Kėdainiai, Lietuva",2 000 €
Fiat Croma II JTD Emotion aut,2008-03,Dyzelinas,200 000 km,Automatinė,2.4,147,"Vilnius, Lietuva",2 000 €
Mercedes-Benz E 220,2005-01,Dyzelinas,500 000 km,Automatinė,2.2,110,"Rokiškis, Lietuva",2 000 €
Fiat Ducato II,2005-09,Dyzelinas,274 380 km,Mechaninė,2.8,94,"Marijampolė, Lietuva",2 000 €
BMW 325,1997-01,Benzinas/Dujos,300 000 km,Mechaninė,2.5,141,"Kaunas, Lietuva",2 000 €
Subaru Impreza GD,2005-06,Benzinas/Dujos,234 800 km,Automatinė,2.0,92,"Vilnius, Lietuva",2 000 €
Daihatsu Rocky,1985-10,Dyzelinas,,Mechaninė,2.8,,"Šiauliai, Lietuva",2 000 €
Skoda Octavia,2009-10,Dyzelinas,,Mechaninė,1.9,77,"Vilnius, Lietuva",2 000 €
Fiat Ducato II,2004-01,Dyzelinas,,Mechaninė,2.8,94,"Alytus, Lietuva",2 000 €
Ford Mondeo TDCi Titanium,2007-12,Dyzelinas,340 200 km,Mechaninė,1.8,92,"Šiauliai, Lietuva",2 000 €
Volvo V70,2003-11,Benzinas/Dujos,333 000 km,Mechaninė,2.4,103,"Kaunas, Lietuva",2 000 €
Subaru Forester I,2001-07,Benzinas/Dujos,,Mechaninė,2.0,130,"Tauragė, Lietuva",2 000 €
Volkswagen Touareg V6 TDI,2006-10,Dyzelinas,,Automatinė,3.0,165,"Vilnius, Lietuva",2 000 €
BMW 520 i Aut.,1992-01,Benzinas,,Automatinė,2.0,110,"Kaunas, Lietuva",2 000 €
Mercedes-Benz S 350 W140 TD,1993-01,Dyzelinas,,Automatinė,3.4,110,"Vilnius, Lietuva",2 000 €
Opel Astra III,2005-01,Benzinas,210 100 km,Automatinė,1.8,92,"Alytus, Lietuva",2 000 €
Nissan X-Trail,2004-03,Dyzelinas,,Mechaninė,2.2,100,"Klaipėda, Lietuva",2 000 €
Opel Corsa CDTI 111,2009-02,Dyzelinas,299 153 km,Mechaninė,1.2,55,"Šalčininkai, Lietuva",2 000 €
ZAZ 966,1975-01,Benzinas,,Mechaninė,1.2,,"Kaunas, Lietuva",2 000 €
BMW 320,2004-03,Dyzelinas,300 000 km,Mechaninė,2.0,110,"Kazlų Rūda, Lietuva",2 000 €
Mercedes-Benz A 170,2005-09,Benzinas,223 000 km,Mechaninė,1.7,85,"Kazlų Rūda, Lietuva",2 000 €
Volvo V70 II D5,2002-01,Dyzelinas,386 000 km,Mechaninė,2.4,120,"Rokiškis, Lietuva",2 000 €
Volkswagen Passat B6,2007-01,Dyzelinas,,Automatinė,2.0,125,"Radviliškis, Lietuva",2 000 €
Volkswagen Touran TDI Highline DSG,2005-01,Dyzelinas,,Automatinė,2.0,103,"Vilnius, Lietuva",2 000 €
Mitsubishi Grandis DID Instyle,2006-12,Dyzelinas,239 300 km,Mechaninė,2.0,100,"Vilnius, Lietuva",2 000 €
Audi A4 B6 Tdi,2003-04,Dyzelinas,355 574 km,Mechaninė,2.5,151,"Vilnius, Lietuva",2 000 €
Opel Astra Elegance,2004-06,Benzinas,,Mechaninė,1.6,77,"Šiauliai, Lietuva",2 000 €
Volvo S40,2005-01,Benzinas/Dujos,297 000 km,Mechaninė,1.8,92,"Vilkaviškis, Lietuva",2 000 €
Audi A6 C5 Tdi,2001-12,Dyzelinas,346 000 km,Mechaninė,2.5,114,"Marijampolė, Lietuva",2 000 €
Volkswagen Caddy III,2007-09,Dyzelinas,393 958 km,Mechaninė,1.9,77,"Marijampolė, Lietuva",2 000 €
BMW 525,2004-03,Dyzelinas,321 500 km,Mechaninė,2.5,130,"Kalvarija, Lietuva",2 000 €
Volkswagen Polo IV FL TDI united,2008-05,Dyzelinas,357 000 km,Mechaninė,1.4,51,"Radviliškis, Lietuva",2 000 €
Mazda 3,2007-02,Dyzelinas,238 067 km,Mechaninė,1.6,80,"Kaunas, Lietuva",2 000 €
BMW 320 E36 i Cabriolet,1993-07,Benzinas,210 000 km,Mechaninė,2.0,110,"Vilnius, Lietuva",2 000 €
Chrysler 300C,2006-12,Benzinas,198 967 km,Automatinė,2.7,142,"Kėdainiai, Lietuva",2 000 €
Mercedes-Benz E 270,2004-05,Dyzelinas,,Automatinė,2.7,130,"Klaipėda, Lietuva",2 000 €
Citroen C4 Grand Picasso,2008-03,Dyzelinas,,Mechaninė,1.6,,"Marijampolė, Lietuva",2 000 €
Volkswagen Touran,2008-07,Dyzelinas,4 km,Automatinė,1.9,77,"Klaipėda, Lietuva",2 000 €
JAC J6,2016-11,Benzinas/Dujos,,Mechaninė,2.0,89,"Panevėžys, Lietuva",2 000 €
Audi A2,2000-11,Dyzelinas,263 327 km,Mechaninė,1.5,55,"Vilnius, Lietuva",2 000 € + mokesčiai
Opel Corsa 16V Essentia,2009-08,Benzinas,220 000 km,Mechaninė,1.2,59,"Utena, Lietuva",2 000 €
Subaru Legacy,2006-06,Benzinas,270 000 km,Automatinė,2.0,121,"Elektrėnai, Lietuva",2 000 €
Opel Astra,2006-05,Dyzelinas,364 000 km,Automatinė,1.9,,"Šilutė, Lietuva",2 000 €
BMW 320 E46,2003-04,Dyzelinas,3 600 000 km,Mechaninė,2.0,110,"Vilnius, Lietuva",2 000 €
Audi A4,2004-01,Benzinas/Dujos,290 000 km,Automatinė,2.4,125,"Šiauliai, Lietuva",2 000 €
Volkswagen Passat B6 TDI,2007-08,Dyzelinas,,Mechaninė,2.0,103,"Panevėžys, Lietuva",2 030 €
Volkswagen Golf V TDI Basis,2003-11,Dyzelinas,,Mechaninė,1.9,74,"Panevėžys, Lietuva",2 030 €
Volkswagen Passat B6 TDI Highline,2005-10,Dyzelinas,,Mechaninė,2.0,103,"Panevėžys, Lietuva",2 030 €
Volkswagen Passat B6 TDI,2006-03,Dyzelinas,,Automatinė,2.0,103,"Panevėžys, Lietuva",2 030 €
Subaru OUTBACK,2006-07,Benzinas,,Automatinė,2.5,121,"Panevėžys, Lietuva",2 050 €
Opel Zafira,2007-07,Dyzelinas,215 700 km,Mechaninė,1.9,110,"Marijampolė, Lietuva",2 050 €
BMW 320 E46,2004-01,Dyzelinas,,Mechaninė,2.0,110,"Klaipėda, Lietuva",2 050 €
Volkswagen Golf 4motion,2003-06,Dyzelinas,345 000 km,Mechaninė,1.9,74,"Vilnius, Lietuva",2 050 €
Citroen C4 Picasso,2007-06,Dyzelinas,216 000 km,Automatinė,1.6,80,"Kaunas, Lietuva",2 090 €
Volkswagen Passat B5 FL TDI Basis,2002-09,Dyzelinas,,Mechaninė,1.9,96,"Mažeikiai, Lietuva",2 099 €
Volkswagen Passat B5 FL TDI Comfortline,2003-07,Dyzelinas,,Mechaninė,1.9,96,"Mažeikiai, Lietuva",2 099 €
Audi A4 B5 TDI,2000-02,Dyzelinas,,Mechaninė,1.9,85,"Mažeikiai, Lietuva",2 099 €
Kia Sorento CRDi,2003-09,Dyzelinas,394 000 km,Automatinė,2.5,103,"Talinas, Estija",2 099 €
Mercedes-Benz A 160,2009-11,Benzinas,238 000 km,Mechaninė,1.5,70,"Talinas, Estija",2 099 €
Volkswagen Sharan TDI,2007-06,Dyzelinas,359 000 km,Mechaninė,2.0,103,"Talinas, Estija",2 099 €
Audi A6,2006-02,Benzinas,278 000 km,Automatinė,2.4,130,"Talinas, Estija",2 099 €
Audi A4 TDI,2005-10,Dyzelinas,329 000 km,Automatinė,2.0,103,"Talinas, Estija",2 099 €
Audi A6 Allroad TDI,2005-09,Dyzelinas,342 000 km,Automatinė,2.5,132,"Talinas, Estija",2 099 €
Audi A4 TDI,2006-11,Dyzelinas,268 000 km,Automatinė,2.0,103,"Talinas, Estija",2 099 €
Volkswagen Transporter TDI,1998-12,Dyzelinas,483 000 km,Mechaninė,2.4,55,"Talinas, Estija",2 099 €
Toyota Avensis,2003-07,Benzinas,199 000 km,Mechaninė,1.6,81,"Talinas, Estija",2 099 €
Toyota Corolla,2002-10,Benzinas,229 000 km,Automatinė,1.6,81,"Talinas, Estija",2 099 €
Peugeot Partner HDi,2011-09,Dyzelinas,336 000 km,Mechaninė,1.6,55,"Talinas, Estija",2 099 €
Opel Zafira,2007-02,Benzinas,249 000 km,Automatinė,1.8,103,"Talinas, Estija",2 099 €
Hyundai i30,2011-01,Benzinas,348 000 km,Mechaninė,1.6,93,"Talinas, Estija",2 099 €
Mazda 3 TD,2009-06,Dyzelinas,238 000 km,Mechaninė,1.6,80,"Talinas, Estija",2 099 €
Saab 9-3,2007-10,Benzinas,169 000 km,Mechaninė,1.8,90,"Talinas, Estija",2 099 €
Chrysler Voyager CRD,2004-05,Dyzelinas,215 000 km,Automatinė,2.8,110,"Talinas, Estija",2 099 €
Audi A4 TDI,2005-11,Dyzelinas,379 000 km,Automatinė,2.0,103,"Talinas, Estija",2 099 €
Audi A4 TDI,2006-01,Dyzelinas,375 000 km,Automatinė,2.0,103,"Talinas, Estija",2 099 €
Kia Sportage,2006-11,Benzinas,255 000 km,Mechaninė,2.0,104,"Talinas, Estija",2 099 €
Audi A6,2005-07,Benzinas,342 000 km,Automatinė,2.4,130,"Talinas, Estija",2 099 €
Volvo V50,2008-06,Benzinas,339 000 km,Automatinė,2.4,103,"Talinas, Estija",2 099 €
Mazda 3,2006-08,Benzinas,157 000 km,Automatinė,1.6,77,"Talinas, Estija",2 099 €
Mercedes-Benz C 180 Kompressor,2004-07,Benzinas,225 000 km,Automatinė,1.8,105,"Talinas, Estija",2 099 €
Audi A3 8P,2005-12,Dyzelinas,262 634 km,Mechaninė,2.0,103,"Vilnius, Lietuva",2 100 €
Toyota Corolla,2005-04,Dyzelinas,,Mechaninė,1.4,66,"Ukmergė, Lietuva",2 100 €
Subaru Impreza,1999-10,Benzinas/Dujos,298 315 km,Mechaninė,2.0,92,"Kaunas, Lietuva",2 100 €
Opel Zafira B CDTI,2011-08,Dyzelinas,225 000 km,Mechaninė,1.7,92,"Kaunas, Lietuva",2 100 €
Renault Megane TA IKI 2025-10,2005-01,Dyzelinas,190 000 km,Mechaninė,1.9,88,"Vilkaviškis, Lietuva",2 100 €
Audi A6 C6,2004-12,Benzinas/Dujos,337 528 km,Mechaninė,2.4,130,"Ignalina, Lietuva",2 100 €
Opel Insignia CDTI Edition,2009-05,Dyzelinas,,Mechaninė,2.0,118,"Vilnius, Lietuva",2 100 €
Opel Zafira,2007-01,Benzinas,263 000 km,Mechaninė,1.8,103,"Vilnius, Lietuva",2 100 €
BMW 118 d,2007-08,Dyzelinas,240 000 km,Automatinė,2.0,105,"Vilnius, Lietuva",2 100 €
Fiat Croma,2008-10,Dyzelinas,280 000 km,Mechaninė,1.9,110,"Kėdainiai, Lietuva",2 100 €
Audi A3 8P Attraction,2003-05,Benzinas,114 000 km,Mechaninė,1.6,75,"Kėdainiai, Lietuva",2 100 €
Renault Trafic,2002-08,Dyzelinas,,Mechaninė,1.9,74,"Šiauliai, Lietuva",2 100 €
Dacia Logan Prestige,2008-11,Benzinas,102 000 km,Mechaninė,1.6,77,"Kaunas, Lietuva",2 100 €
Audi A6,1998-06,Dyzelinas,,Mechaninė,1.9,81,"Kaunas, Lietuva",2 100 €
Toyota Avensis,2004-07,Dyzelinas,,Mechaninė,2.0,85,"Kaunas, Lietuva",2 100 €
Jaguar S-Type,2002-06,Benzinas,,Automatinė,4.0,203,"Kelmė, Lietuva",2 100 €
Volkswagen Touran TDI Conceptline,2008-12,Dyzelinas,315 246 km,Mechaninė,1.9,77,"Jonava, Lietuva",2 100 €
Volkswagen Passat,2007-08,Dyzelinas,300 000 km,Mechaninė,1.9,77,"Jurbarkas, Lietuva",2 100 €
Citroen Nemo,2011-11,Benzinas,,Mechaninė,1.4,54,"Vilnius, Lietuva",2 100 €
Honda CR-V i-CTDi ES,2005-02,Dyzelinas,280 000 km,Mechaninė,2.2,103,"Šiauliai, Lietuva",2 100 €
BMW 320 E46 i,2003-01,Benzinas,348 000 km,Automatinė,2.3,125,"Vilnius, Lietuva",2 100 €
Seat Altea TDI,2004-07,Dyzelinas,277 808 km,Mechaninė,1.9,77,"Kaunas, Lietuva",2 100 €
Jeep Grand Cherokee Laredo,2000-10,Benzinas,,Automatinė,4.0,142,"Utena, Lietuva",2 100 €
Toyota Avensis II,2007-01,Dyzelinas,,Mechaninė,2.2,130,"Alytus, Lietuva",2 100 €
Audi A6,2008-07,Dyzelinas,,Mechaninė,2.7,132,"Vilkaviškis, Lietuva",2 100 €
Audi A8 D2 TDI,1997-08,Dyzelinas,350 000 km,Mechaninė,2.5,110,"Kalvarija, Lietuva",2 100 €
Opel Astra,2007-02,Benzinas,170 000 km,Mechaninė,1.6,85,"Kazlų Rūda, Lietuva",2 100 €
Mercedes-Benz C 220 W203 Cdi,2006-01,Dyzelinas,284 000 km,Automatinė,2.2,110,"Kaunas, Lietuva",2 100 €
BMW 320,2002-01,Dyzelinas,331 600 km,Automatinė,2.0,110,"Vilnius, Lietuva",2 100 €
Toyota Corolla,2007-01,Dyzelinas,224 443 km,Mechaninė,2.2,130,"Utena, Lietuva",2 100 €
Volkswagen Touran,2004-05,Dyzelinas,377 000 km,Mechaninė,1.9,74,"Širvintos, Lietuva",2 100 €
Opel Movano DTI,2000-08,Dyzelinas,4 500 000 km,Mechaninė,2.8,84,"Vilnius, Lietuva",2 100 €
Citroen C4 THP Exclusive,2009-01,Benzinas,155 678 km,Automatinė,1.6,110,"Marijampolė, Lietuva",2 100 €
Opel Astra,2006-03,Dyzelinas,230 000 km,Mechaninė,1.9,88,"Kėdainiai, Lietuva",2 100 €
Ford Mondeo Mk4 TDCi Ambiente,2007-09,Dyzelinas,415 000 km,Mechaninė,1.8,92,"Vilnius, Lietuva",2 100 €
Mercedes-Benz C 220 CDI,2004-08,Dyzelinas,230 000 km,Automatinė,2.1,105,"Vilnius, Lietuva",2 100 €
Volvo S80 I,2004-05,Benzinas,300 000 km,Mechaninė,2.5,154,"Trakai, Lietuva",2 100 €
Mazda 6,2008-01,Benzinas,383 000 km,Mechaninė,1.8,88,"Vilnius, Lietuva",2 100 €
Volkswagen Passat B5 FL,2001-12,Benzinas,220 200 km,Mechaninė,1.6,75,"Šilutė, Lietuva",2 100 €
Opel Zafira B,2007-01,Dyzelinas,,Mechaninė,1.9,88,"Kaunas, Lietuva",2 109 €
Honda Civic CTDI LS,2005-10,Dyzelinas,280 000 km,Mechaninė,1.7,74,"Kaunas, Lietuva",2 150 €
Citroen C4 Picasso I HDi Excl. aut.,2008-01,Dyzelinas,300 000 km,Automatinė,2.0,100,"Vilnius, Lietuva",2 150 €
Volkswagen Touran,2004-11,Dyzelinas,263 000 km,Automatinė,2.0,103,"Marijampolė, Lietuva",2 150 €
Mercedes-Benz C 220,2002-06,Dyzelinas,300 000 km,Automatinė,2.2,105,"Kretinga, Lietuva",2 150 €
Opel Astra III,2005-07,Benzinas,,Mechaninė,1.6,,"Kretinga, Lietuva",2 150 €
Opel Corsa,2008-01,Benzinas,201 000 km,Mechaninė,1.2,59,"Kėdainiai, Lietuva",2 150 €
Mercedes-Benz C 200,2005-07,Dyzelinas,318 000 km,Automatinė,2.2,90,"Kėdainiai, Lietuva",2 150 €
Citroen C4 Grand Picasso,2012-11,Benzinas,,Mechaninė,1.6,,"Panevėžys, Lietuva",2 150 €
Chrysler Grand Voyager 2.4,2004-12,Benzinas,217 000 km,Mechaninė,2.4,,"Radviliškis, Lietuva",2 150 € + mokesčiai
Volkswagen Golf Trendline,2004-08,Benzinas,215 000 km,Mechaninė,1.4,55,"Vilnius, Lietuva",2 150 €
Volvo S80,2004-07,Benzinas/Dujos,389 400 km,Mechaninė,2.4,125,"Radviliškis, Lietuva",2 150 €
Opel Frontera,2002-02,Dyzelinas,316 000 km,Mechaninė,2.2,85,"Vilnius, Lietuva",2 150 €
Ford Mondeo TDCi Ghia aut,2007-05,Dyzelinas,329 000 km,Automatinė,2.0,96,"Vilnius, Lietuva",2 150 €
Volvo XC70 D5 AWD,2003-07,Dyzelinas,,Automatinė,2.4,120,"Vilnius, Lietuva",2 150 €
Ford Galaxy TDI,2005-09,Dyzelinas,284 000 km,Automatinė,1.9,85,"Kėdainiai, Lietuva",2 150 €
Skoda Octavia TDI,2006-09,Dyzelinas,,Mechaninė,2.0,103,"Kėdainiai, Lietuva",2 150 €
Volvo V50,2008-03,Dyzelinas,259 402 km,Mechaninė,2.0,100,"Vilnius, Lietuva",2 150 €
Skoda Octavia TDI Classic,2007-12,Dyzelinas,,Mechaninė,1.9,77,"Marijampolė, Lietuva",2 150 €
Volkswagen Passat,2004-10,Dyzelinas,332 197 km,Mechaninė,1.9,74,"Marijampolė, Lietuva",2 150 €
Volkswagen Touran,2004-11,Dyzelinas,,Mechaninė,2.0,100,"Kėdainiai, Lietuva",2 150 €
Ford Kuga,2009-11,Dyzelinas,,Mechaninė,2.0,,"Marijampolė, Lietuva",2 150 €
Opel Combo,2004-09,Benzinas/Dujos,,Mechaninė,1.6,64,"Marijampolė, Lietuva",2 150 €
Subaru OUTBACK,2006-01,Benzinas,430 000 km,Mechaninė,2.5,121,"Telšiai, Lietuva",2 150 €
BMW 118,2007-04,Benzinas,,Mechaninė,2.0,105,"Jonava, Lietuva",2 150 €
Opel Zafira CDTI Essentia,2007-11,Dyzelinas,214 000 km,Mechaninė,1.9,88,"Kretinga, Lietuva",2 150 €
Renault Scenic,2007-08,Dyzelinas,173 000 km,Mechaninė,1.5,78,"Kaunas, Lietuva",2 150 €
Audi A3,2005-11,Benzinas,203 000 km,Mechaninė,2.0,110,"Kaunas, Lietuva",2 150 €
Audi 100 TDI,1990-11,Dyzelinas,,Mechaninė,2.5,88,"Vilnius, Lietuva",2 150 €
Citroen C4 HDi SX Pack MCP,2007-08,Dyzelinas,270 000 km,Automatinė,1.6,81,"Jurbarkas, Lietuva",2 150 €
Chevrolet Captiva,2008-03,Dyzelinas,292 100 km,Automatinė,2.0,110,"Panevėžys, Lietuva",2 150 €
Skoda Octavia,2008-07,Dyzelinas,275 040 km,Mechaninė,1.9,77,"Gargždai, Lietuva",2 150 €
Renault Scenic,2008-08,Dyzelinas,289 000 km,Mechaninė,1.9,96,"Alytus, Lietuva",2 150 €
Toyota Camry,2002-12,Benzinas,182 500 km,Automatinė,2.4,112,"Kaunas, Lietuva",2 150 €
Audi A4 TDI,2003-01,Dyzelinas,260 000 km,Automatinė,2.5,120,"Šiauliai, Lietuva",2 180 €
Nissan X-Trail,2002-05,Dyzelinas,,Mechaninė,2.2,,"Kaunas, Lietuva",2 180 €
BMW 320 d Touring,2004-01,Dyzelinas,286 754 km,Mechaninė,2.0,110,"Joniškis, Lietuva",2 190 €
Opel Astra CDTI Cosmo,2005-04,Dyzelinas,,Mechaninė,1.7,59,"Mažeikiai, Lietuva",2 199 €
Peugeot 607,2003-10,Dyzelinas,229 000 km,Mechaninė,2.2,98,"Kretinga, Lietuva",2 199 €
Audi A3,2002-10,Dyzelinas,246 819 km,Mechaninė,1.9,74,"Mažeikiai, Lietuva",2 199 €
Skoda Fabia II 1.2 (70 AG) 'CLASSIC,2009-06,Benzinas,175 580 km,Mechaninė,1.2,51,"Vilnius, Lietuva",2 199 €
Volkswagen Caddy,2008-02,Benzinas/Dujos,179 000 km,Mechaninė,2.0,80,"Talinas, Estija",2 199 €
Opel Astra,2007-10,Benzinas,229 000 km,Automatinė,1.6,85,"Talinas, Estija",2 199 €
Honda Accord,2007-11,Benzinas,279 000 km,Automatinė,2.0,114,"Talinas, Estija",2 199 €
Volkswagen Golf Plus,2006-12,Benzinas,94 000 km,Mechaninė,1.4,59,"Talinas, Estija",2 199 €
Skoda Octavia TDI,2007-10,Dyzelinas,294 000 km,Mechaninė,2.0,103,"Talinas, Estija",2 199 €
Ford Galaxy TDCi,2007-10,Dyzelinas,322 000 km,Automatinė,2.0,96,"Talinas, Estija",2 199 €
Honda Civic,2009-07,Benzinas,332 000 km,Automatinė,1.8,103,"Talinas, Estija",2 199 €
Renault Laguna dCi,2007-11,Dyzelinas,369 000 km,Mechaninė,1.5,81,"Talinas, Estija",2 199 €
Mazda 6,2008-02,Benzinas,308 000 km,Mechaninė,1.8,88,"Talinas, Estija",2 199 €
BMW 525 D,2003-01,Dyzelinas,369 000 km,Automatinė,2.5,120,"Talinas, Estija",2 199 €
Mercedes-Benz C 200,2005-04,Benzinas,263 000 km,Automatinė,1.8,120,"Talinas, Estija",2 199 €
Toyota Corolla,2006-05,Benzinas,148 000 km,Mechaninė,1.4,71,"Talinas, Estija",2 199 €
Renault Kangoo dCi,2008-09,Dyzelinas,239 000 km,Mechaninė,1.5,50,"Talinas, Estija",2 199 €
Kia Sportage,2005-10,Benzinas,238 000 km,Mechaninė,2.0,104,"Talinas, Estija",2 199 €
Mazda 5 TD,2010-08,Dyzelinas,365 000 km,Mechaninė,2.0,81,"Talinas, Estija",2 199 €
Toyota Auris D-4D,2007-10,Dyzelinas,237 000 km,Mechaninė,2.0,93,"Talinas, Estija",2 199 €
Opel Astra,2007-08,Benzinas,169 000 km,Automatinė,1.6,85,"Talinas, Estija",2 199 €
Toyota Avensis,2004-11,Benzinas,276 000 km,Automatinė,2.0,108,"Talinas, Estija",2 199 €
BMW 530 D,2003-11,Dyzelinas,397 000 km,Automatinė,3.0,160,"Talinas, Estija",2 199 €
Volkswagen Caddy TDI,2008-06,Dyzelinas,275 000 km,Mechaninė,1.9,55,"Talinas, Estija",2 199 €
Citroen C4,2010-03,Benzinas,158 000 km,Mechaninė,1.6,88,"Talinas, Estija",2 199 €
Peugeot 308 HDi,2011-07,Dyzelinas,352 000 km,Mechaninė,1.6,68,"Talinas, Estija",2 199 €
Toyota Avensis D-4D,2007-06,Dyzelinas,336 000 km,Mechaninė,2.0,93,"Talinas, Estija",2 199 €
Kia Sorento CRD,2002-12,Dyzelinas,344 000 km,Automatinė,2.5,103,"Talinas, Estija",2 199 €
Ford Mondeo TDCi,2009-08,Dyzelinas,242 000 km,Mechaninė,1.8,92,"Talinas, Estija",2 199 €
Mazda 6,2009-01,Benzinas,389 000 km,Mechaninė,2.0,108,"Talinas, Estija",2 199 €
Skoda Octavia,2005-09,Benzinas,149 000 km,Mechaninė,1.6,75,"Talinas, Estija",2 199 €
Ford Tourneo TDCi,2010-10,Dyzelinas,344 000 km,Mechaninė,1.8,66,"Talinas, Estija",2 199 €
Ford S-Max,2007-11,Benzinas,259 000 km,Mechaninė,2.5,162,"Talinas, Estija",2 199 €
Opel Astra CDTi,2005-06,Dyzelinas,139 000 km,Mechaninė,2.2,92,"Talinas, Estija",2 199 €
Mercedes-Benz B 150,2007-03,Benzinas,206 000 km,Automatinė,1.5,70,"Talinas, Estija",2 199 €
Toyota Corolla Verso,2005-12,Benzinas,283 000 km,Mechaninė,1.6,81,"Talinas, Estija",2 199 €
Hyundai Sonata CRDi,2007-09,Dyzelinas,274 000 km,Automatinė,2.0,103,"Talinas, Estija",2 199 €
Citroen Jumper HDi,2003-06,Dyzelinas,279 000 km,Mechaninė,2.0,62,"Talinas, Estija",2 199 €
Opel Zafira,2005-12,Benzinas,188 000 km,Automatinė,2.2,110,"Talinas, Estija",2 199 €
Cadillac SRX,2005-09,Benzinas,199 000 km,Automatinė,3.6,190,"Talinas, Estija",2 199 €
SEAT Exeo,2010-01,Benzinas,313 000 km,Mechaninė,1.8,110,"Talinas, Estija",2 199 €
Nissan Terrano,2004-02,Dyzelinas,,Mechaninė,3.0,,"Vilnius, Lietuva",2 200 €
Volkswagen Touran,2005-06,Dyzelinas,227 182 km,Mechaninė,2.0,103,"Kaunas, Lietuva",2 200 €
Skoda Octavia TDI Elegance DSG,2005-10,Dyzelinas,280 000 km,Automatinė,1.9,77,"Marijampolė, Lietuva",2 200 €
Audi A4 B7 TDI,2006-09,Dyzelinas,,Mechaninė,2.0,103,"Kuršėnai, Lietuva",2 200 €
Ford Transit,2009-08,Dyzelinas,,Mechaninė,2.2,,"Kitas miestas, Lietuva",2 200 €
